date,city,state,station_id,tmin_C,tmax_C,tavg_C,prcp_mm
23/10/2019,Perth,WA,94610,11.1,23.5,17.3,0
23/10/2019,Sydney,NSW,94767,16.6,26.5,21.3,0
24/10/2019,Adelaide,SA,94672,15.9,36.1,25.1,0
24/10/2019,Brisbane,QLD,94578,14.5,25.8,20.6,0
24/10/2019,Canberra,ACT,94926,6.8,31.2,20.1,0
24/10/2019,Darwin,NT,94120,25.3,35.5,29.5,0
24/10/2019,Hobart,TAS,94975,8.5,28.7,22.2,0
24/10/2019,Melbourne,VIC,94866,11.4,33.5,26.2,0
24/10/2019,Perth,WA,94610,10.5,21.3,15.5,2.2
24/10/2019,Sydney,NSW,94767,17.8,28.1,22.5,0
25/10/2019,Adelaide,SA,94672,13.8,20.4,15.4,1
25/10/2019,Brisbane,QLD,94578,14.6,25.8,21.3,0
25/10/2019,Canberra,ACT,94926,9.1,31.1,19.7,7.6
25/10/2019,Darwin,NT,94120,26.7,33.1,28.8,0
25/10/2019,Hobart,TAS,94975,14.8,28,15.6,0
25/10/2019,Melbourne,VIC,94866,15.9,23.5,15.4,0
25/10/2019,Perth,WA,94610,9.6,24.3,17.4,0
25/10/2019,Sydney,NSW,94767,18.1,38.2,28.8,0
26/10/2019,Adelaide,SA,94672,12.2,17.5,15,0
26/10/2019,Brisbane,QLD,94578,15.5,26.2,22.2,0
26/10/2019,Canberra,ACT,94926,11.5,18.2,11.9,0
26/10/2019,Darwin,NT,94120,26.8,34.2,29.3,0
26/10/2019,Hobart,TAS,94975,8.7,15.3,10.1,0
26/10/2019,Melbourne,VIC,94866,8.7,16,11.2,0.2
26/10/2019,Perth,WA,94610,9,30.6,22.4,0
26/10/2019,Sydney,NSW,94767,22.9,32.5,22.7,0
27/10/2019,Adelaide,SA,94672,12.4,19,13.9,0
27/10/2019,Brisbane,QLD,94578,18.4,26.4,22.5,0
27/10/2019,Canberra,ACT,94926,4.6,20.5,12.6,0
27/10/2019,Darwin,NT,94120,24.7,31.2,27.1,0
27/10/2019,Hobart,TAS,94975,4.7,17.2,11.3,1.2
27/10/2019,Melbourne,VIC,94866,6.8,17.3,11.4,2.6
27/10/2019,Perth,WA,94610,14.6,37.3,25.4,0
27/10/2019,Sydney,NSW,94767,14.2,22.5,18.3,0
28/10/2019,Adelaide,SA,94672,7.9,22.7,17.2,0
28/10/2019,Brisbane,QLD,94578,19,26,21.9,0
28/10/2019,Canberra,ACT,94926,3.7,22.7,15.1,0
28/10/2019,Darwin,NT,94120,24.4,32.7,28,1.4
28/10/2019,Hobart,TAS,94975,4.8,20.6,15,0.6
28/10/2019,Melbourne,VIC,94866,5.6,22.9,15.4,0.6
28/10/2019,Perth,WA,94610,13.7,24.5,19.1,0
28/10/2019,Sydney,NSW,94767,13.8,22.3,18.3,0
29/10/2019,Adelaide,SA,94672,11.4,31.6,23.1,0
29/10/2019,Brisbane,QLD,94578,19,24.9,20.6,0
29/10/2019,Canberra,ACT,94926,5.6,27.4,17.8,0
29/10/2019,Darwin,NT,94120,24.1,34.5,28.2,0.4
29/10/2019,Hobart,TAS,94975,11.5,28,16.7,0
29/10/2019,Melbourne,VIC,94866,6.5,30.1,21.1,0
29/10/2019,Perth,WA,94610,13.9,27.8,18.7,0
29/10/2019,Sydney,NSW,94767,14.5,26.8,21.3,0
30/10/2019,Adelaide,SA,94672,13.9,34.6,28.8,0
30/10/2019,Brisbane,QLD,94578,15.5,23.5,20.4,0
30/10/2019,Canberra,ACT,94926,9.1,29.3,19.3,0
30/10/2019,Darwin,NT,94120,24.4,32.9,28.3,18.4
30/10/2019,Hobart,TAS,94975,9.8,18.6,12.8,0
30/10/2019,Melbourne,VIC,94866,10.2,28.3,22.1,0
30/10/2019,Perth,WA,94610,12.1,23.4,17.4,0
30/10/2019,Sydney,NSW,94767,17.2,29.2,21.8,0
31/10/2019,Adelaide,SA,94672,22.9,34.7,29.7,0
31/10/2019,Brisbane,QLD,94578,15.6,25.6,21.9,0
31/10/2019,Canberra,ACT,94926,7,31.7,22.1,0
31/10/2019,Darwin,NT,94120,25.4,33.8,29.2,0
31/10/2019,Hobart,TAS,94975,5.9,27.2,21.3,0
31/10/2019,Melbourne,VIC,94866,13.2,33.6,25.8,0
31/10/2019,Perth,WA,94610,11.2,17.9,13.9,9
31/10/2019,Sydney,NSW,94767,17.4,28,22.2,0
1/11/2019,Adelaide,SA,94672,16.1,30.4,19.3,13
1/11/2019,Brisbane,QLD,94578,19,22.5,21.1,9.4
1/11/2019,Canberra,ACT,94926,10.4,32.5,23.4,0
1/11/2019,Darwin,NT,94120,23.7,32.1,28.1,22.4
1/11/2019,Hobart,TAS,94975,15,32.9,21.1,0
1/11/2019,Melbourne,VIC,94866,19.1,34.2,24.3,0
1/11/2019,Perth,WA,94610,11,19.5,14.7,0
1/11/2019,Sydney,NSW,94767,18.2,27.5,22.2,0
2/11/2019,Adelaide,SA,94672,16.1,23.1,17.4,0
2/11/2019,Brisbane,QLD,94578,18.9,26.1,22.3,0
2/11/2019,Canberra,ACT,94926,13.9,31.3,23.3,0
2/11/2019,Darwin,NT,94120,26.7,33.4,28.8,0
2/11/2019,Hobart,TAS,94975,14.5,21.7,13.9,1
2/11/2019,Melbourne,VIC,94866,14.8,18.2,15.9,5.8
2/11/2019,Perth,WA,94610,10.7,20.9,15.2,14.4
2/11/2019,Sydney,NSW,94767,18,27.9,21.9,0
3/11/2019,Adelaide,SA,94672,14.7,18.5,15.6,0.8
3/11/2019,Brisbane,QLD,94578,19.9,26.7,22.9,0
3/11/2019,Canberra,ACT,94926,13.6,25.8,16.1,12.4
3/11/2019,Darwin,NT,94120,26.2,34.1,29.4,1
3/11/2019,Hobart,TAS,94975,7.5,20.2,13.2,15.2
3/11/2019,Melbourne,VIC,94866,11.3,20.4,13.2,8
3/11/2019,Perth,WA,94610,10.4,22,15.2,0
3/11/2019,Sydney,NSW,94767,17.1,32.9,21.8,0
4/11/2019,Adelaide,SA,94672,13.3,18.4,14.9,0
4/11/2019,Brisbane,QLD,94578,20.4,29,24.1,0
4/11/2019,Canberra,ACT,94926,12,22.6,14.4,0.3
4/11/2019,Darwin,NT,94120,27.4,32.7,29,0
4/11/2019,Hobart,TAS,94975,8.3,17.4,11.2,2.2
4/11/2019,Melbourne,VIC,94866,7.1,16.3,9.6,3.6
4/11/2019,Perth,WA,94610,7.2,27.1,17.6,0
4/11/2019,Sydney,NSW,94767,16.2,24.4,19.5,16
5/11/2019,Adelaide,SA,94672,12.2,22.4,16.9,0
5/11/2019,Brisbane,QLD,94578,16,29.3,21.1,0
5/11/2019,Canberra,ACT,94926,8.7,19,13.4,0
5/11/2019,Darwin,NT,94120,21.8,31.1,26.4,48.6
5/11/2019,Hobart,TAS,94975,4.9,18.2,14.2,0
5/11/2019,Melbourne,VIC,94866,4.6,19.7,15.1,6.4
5/11/2019,Perth,WA,94610,6.5,26,18.3,0
5/11/2019,Sydney,NSW,94767,14.9,19.1,15.8,0.2
6/11/2019,Adelaide,SA,94672,13.4,20.4,16.1,0.3
6/11/2019,Brisbane,QLD,94578,12.7,27,20.8,0
6/11/2019,Canberra,ACT,94926,7.2,23.7,18.3,0
6/11/2019,Darwin,NT,94120,23,36.1,28.7,6.2
6/11/2019,Hobart,TAS,94975,10.5,20,11.5,0
6/11/2019,Melbourne,VIC,94866,10.7,24,15.9,0
6/11/2019,Perth,WA,94610,10.8,25.7,19.4,0
6/11/2019,Sydney,NSW,94767,12.1,30.5,24.2,0
7/11/2019,Adelaide,SA,94672,14,19.6,15.6,3
7/11/2019,Brisbane,QLD,94578,14.2,30.9,25,0
7/11/2019,Canberra,ACT,94926,11.3,20.2,16.2,0
7/11/2019,Darwin,NT,94120,26.1,34.1,29.9,0.4
7/11/2019,Hobart,TAS,94975,6.7,12.6,9.2,0.6
7/11/2019,Melbourne,VIC,94866,10.2,19.8,14,0
7/11/2019,Perth,WA,94610,14.3,28.1,21.4,0
7/11/2019,Sydney,NSW,94767,18.4,30.8,24.2,0
8/11/2019,Adelaide,SA,94672,11.4,17.4,13.7,0.5
8/11/2019,Brisbane,QLD,94578,14.3,30.8,25.4,0
8/11/2019,Canberra,ACT,94926,7.7,18.8,9.8,0
8/11/2019,Darwin,NT,94120,25.8,33.6,29.8,0
8/11/2019,Hobart,TAS,94975,5.5,12.4,8,3.2
8/11/2019,Melbourne,VIC,94866,8.7,14.6,8.9,2.8
8/11/2019,Perth,WA,94610,14.5,32.4,25.2,0
8/11/2019,Sydney,NSW,94767,18.5,32.1,20.5,0
9/11/2019,Adelaide,SA,94672,10.6,17.9,15.1,0
9/11/2019,Brisbane,QLD,94578,17.6,26.2,20.8,0
9/11/2019,Canberra,ACT,94926,1.6,16.1,11.9,0
9/11/2019,Darwin,NT,94120,26.5,34.7,30.6,0
9/11/2019,Hobart,TAS,94975,4.1,14.4,11.4,2.2
9/11/2019,Melbourne,VIC,94866,5.3,14.3,11.9,3
9/11/2019,Perth,WA,94610,20.1,40,26.8,0
9/11/2019,Sydney,NSW,94767,11.9,19.9,16.9,0
10/11/2019,Adelaide,SA,94672,13,21.2,17.3,0
10/11/2019,Brisbane,QLD,94578,13.5,28.2,22.6,0
10/11/2019,Canberra,ACT,94926,8.9,19.5,13,0
10/11/2019,Darwin,NT,94120,25.3,35.2,30.4,0
10/11/2019,Hobart,TAS,94975,8.4,19.2,13.9,0.6
10/11/2019,Melbourne,VIC,94866,9.7,17.9,13.8,0.2
10/11/2019,Perth,WA,94610,18,24.5,19.7,0
10/11/2019,Sydney,NSW,94767,14.6,23.9,19.3,0
11/11/2019,Adelaide,SA,94672,12.4,32.5,21.7,0
11/11/2019,Brisbane,QLD,94578,17.7,26,22.3,0
11/11/2019,Canberra,ACT,94926,3.7,26.4,18.4,0
11/11/2019,Darwin,NT,94120,25.6,35.8,30.6,0
11/11/2019,Hobart,TAS,94975,10.8,26.1,17.2,0
11/11/2019,Melbourne,VIC,94866,7.2,29.5,21.5,0
11/11/2019,Perth,WA,94610,14.2,30.1,21.7,0
11/11/2019,Sydney,NSW,94767,15.6,27.8,21.8,0
12/11/2019,Adelaide,SA,94672,13.7,18,14.9,0
12/11/2019,Brisbane,QLD,94578,17.4,27,24.8,0
12/11/2019,Canberra,ACT,94926,5.8,26.6,16.4,0
12/11/2019,Darwin,NT,94120,25.3,34.9,30.2,0
12/11/2019,Hobart,TAS,94975,8.7,15.3,10.4,1.8
12/11/2019,Melbourne,VIC,94866,11,17.3,10.6,0
12/11/2019,Perth,WA,94610,13.4,30.5,23.3,0
12/11/2019,Sydney,NSW,94767,15.5,37.9,23.8,0
13/11/2019,Adelaide,SA,94672,13.4,18.8,15.9,0
13/11/2019,Brisbane,QLD,94578,21,32.8,23.4,0
13/11/2019,Canberra,ACT,94926,6.7,20.8,14.5,0
13/11/2019,Darwin,NT,94120,27.6,34.8,30.2,0
13/11/2019,Hobart,TAS,94975,7.3,17.1,13.2,0.2
13/11/2019,Melbourne,VIC,94866,6.2,17.1,13.6,2.4
13/11/2019,Perth,WA,94610,15.9,36.2,27.2,0
13/11/2019,Sydney,NSW,94767,13.7,22.2,19.1,0
14/11/2019,Adelaide,SA,94672,13.1,18.6,16.2,0
14/11/2019,Brisbane,QLD,94578,20,28.1,23.7,0
14/11/2019,Canberra,ACT,94926,7.1,23.1,17.7,0
14/11/2019,Darwin,NT,94120,27.4,34.5,29.5,0
14/11/2019,Hobart,TAS,94975,10.7,20.6,15.4,1.2
14/11/2019,Melbourne,VIC,94866,10.7,22.3,16.1,0
14/11/2019,Perth,WA,94610,18.2,39.2,30,0
14/11/2019,Sydney,NSW,94767,15.8,26.1,21.1,0
15/11/2019,Adelaide,SA,94672,12.7,18.6,14.2,0
15/11/2019,Brisbane,QLD,94578,21,29.3,24.5,0
15/11/2019,Canberra,ACT,94926,12.6,25.7,17.8,0
15/11/2019,Darwin,NT,94120,25.1,34.6,29.6,5.2
15/11/2019,Hobart,TAS,94975,12,17.6,11.1,0
15/11/2019,Melbourne,VIC,94866,10.9,19.5,12.3,0
15/11/2019,Perth,WA,94610,19.6,38.5,28.7,0
15/11/2019,Sydney,NSW,94767,16.5,33.8,24.2,0
16/11/2019,Adelaide,SA,94672,7.6,18.8,13.9,0
16/11/2019,Brisbane,QLD,94578,19.1,31,25.1,0
16/11/2019,Canberra,ACT,94926,8.4,25.7,16.6,0
16/11/2019,Darwin,NT,94120,25.8,34.7,30,0
16/11/2019,Hobart,TAS,94975,7.9,15.4,10.6,0.4
16/11/2019,Melbourne,VIC,94866,6.2,18.6,13.1,0.4
16/11/2019,Perth,WA,94610,18.9,41.1,25.8,0
16/11/2019,Sydney,NSW,94767,17.2,22.9,19.4,0
17/11/2019,Adelaide,SA,94672,8.3,18.3,15.6,0
17/11/2019,Brisbane,QLD,94578,21,28.4,23.2,13.7
17/11/2019,Canberra,ACT,94926,9.6,25.1,15.1,0
17/11/2019,Darwin,NT,94120,26.7,34.7,30,0
17/11/2019,Hobart,TAS,94975,6.2,17.2,13.3,0.4
17/11/2019,Melbourne,VIC,94866,7.8,17.2,11.8,0
17/11/2019,Perth,WA,94610,15.6,29.1,22.4,0
17/11/2019,Sydney,NSW,94767,17.2,22.3,18.9,0.2
18/11/2019,Adelaide,SA,94672,9.7,31.6,23,0
18/11/2019,Brisbane,QLD,94578,20,25,22.1,0
18/11/2019,Canberra,ACT,94926,6.8,27,19.2,0
18/11/2019,Darwin,NT,94120,26,33.9,30,0
18/11/2019,Hobart,TAS,94975,10.5,20.2,15,0
18/11/2019,Melbourne,VIC,94866,5.4,28.4,17.9,0
18/11/2019,Perth,WA,94610,15.5,33.6,24.2,0
18/11/2019,Sydney,NSW,94767,16,27.2,21.9,0
19/11/2019,Adelaide,SA,94672,13.5,25.3,24.2,0
19/11/2019,Brisbane,QLD,94578,19.2,28.5,23.9,0
19/11/2019,Canberra,ACT,94926,8.4,32.5,20.1,0
19/11/2019,Darwin,NT,94120,25.8,35.7,30.3,0
19/11/2019,Hobart,TAS,94975,9.2,17.6,12.9,0
19/11/2019,Melbourne,VIC,94866,8.1,20.2,14.4,0
19/11/2019,Perth,WA,94610,15.3,26.5,20.1,0
19/11/2019,Sydney,NSW,94767,16,34.9,23.7,0
20/11/2019,Adelaide,SA,94672,20.4,39.6,32.7,0
20/11/2019,Brisbane,QLD,94578,19.9,29.1,25,0.3
20/11/2019,Canberra,ACT,94926,8.4,31.4,21.4,0
20/11/2019,Darwin,NT,94120,25.3,34.6,29,0
20/11/2019,Hobart,TAS,94975,9.2,26.3,19.2,0
20/11/2019,Melbourne,VIC,94866,8.2,35,29,0
20/11/2019,Perth,WA,94610,14.8,21.7,15.8,0.6
20/11/2019,Sydney,NSW,94767,17.3,23.9,20.7,0
21/11/2019,Adelaide,SA,94672,13.7,32.9,15.9,0
21/11/2019,Brisbane,QLD,94578,21.7,27.9,23.4,0
21/11/2019,Canberra,ACT,94926,11.3,39,27.8,0
21/11/2019,Darwin,NT,94120,25.2,34.8,29.9,0.4
21/11/2019,Hobart,TAS,94975,14.3,37.7,17.7,0
21/11/2019,Melbourne,VIC,94866,15,41.6,20,0
21/11/2019,Perth,WA,94610,5.7,24.2,17.3,0
21/11/2019,Sydney,NSW,94767,17.3,29.4,23.3,0
22/11/2019,Adelaide,SA,94672,10.2,20.1,15.6,0
22/11/2019,Brisbane,QLD,94578,20,28.6,23.8,0
22/11/2019,Canberra,ACT,94926,17.2,34.9,23.6,0
22/11/2019,Darwin,NT,94120,26,35.3,30.4,0
22/11/2019,Hobart,TAS,94975,9.2,22.1,16.1,0
22/11/2019,Melbourne,VIC,94866,12,20.7,13.9,0
22/11/2019,Perth,WA,94610,10.1,27.6,20.3,0
22/11/2019,Sydney,NSW,94767,19.8,22,19.6,0
23/11/2019,Adelaide,SA,94672,10.9,21.3,15.8,0
23/11/2019,Brisbane,QLD,94578,20,27,23.8,0
23/11/2019,Canberra,ACT,94926,13,33.1,19.9,0
23/11/2019,Darwin,NT,94120,26.4,36.1,29.9,0
23/11/2019,Hobart,TAS,94975,11.5,20.6,13.9,0
23/11/2019,Melbourne,VIC,94866,7.1,24.2,15.7,0
23/11/2019,Perth,WA,94610,14.6,31.9,23.2,0
23/11/2019,Sydney,NSW,94767,17.9,22.3,20.1,1.4
24/11/2019,Adelaide,SA,94672,9.7,25.6,19.9,0
24/11/2019,Brisbane,QLD,94578,19.5,28.4,23.8,0
24/11/2019,Canberra,ACT,94926,8.1,28.6,19.4,0
24/11/2019,Darwin,NT,94120,22.5,33.8,29.1,0
24/11/2019,Hobart,TAS,94975,9.1,22.5,15.4,0
24/11/2019,Melbourne,VIC,94866,9.9,24.8,16.8,0
24/11/2019,Perth,WA,94610,15.5,30,22.7,0
24/11/2019,Sydney,NSW,94767,18.4,23.4,20.6,0
25/11/2019,Adelaide,SA,94672,14.8,26.7,18.3,0
25/11/2019,Brisbane,QLD,94578,19.8,28.1,24.3,0
25/11/2019,Canberra,ACT,94926,10.7,31.5,23.8,0
25/11/2019,Darwin,NT,94120,26.7,34.8,28.7,0
25/11/2019,Hobart,TAS,94975,10.8,26,16.5,0
25/11/2019,Melbourne,VIC,94866,8.8,29.3,19.4,0
25/11/2019,Perth,WA,94610,17,30.6,21.4,0
25/11/2019,Sydney,NSW,94767,19.2,32.1,24.6,0
26/11/2019,Adelaide,SA,94672,11.8,18,14.3,0
26/11/2019,Brisbane,QLD,94578,21.5,28.8,25,0
26/11/2019,Canberra,ACT,94926,9.2,27.3,12.9,0
26/11/2019,Darwin,NT,94120,23.8,34.8,29,0
26/11/2019,Hobart,TAS,94975,10.4,16.4,12.5,5.4
26/11/2019,Melbourne,VIC,94866,9.8,15,10.1,0.8
26/11/2019,Perth,WA,94610,12.9,34.7,25.1,0
26/11/2019,Sydney,NSW,94767,18.9,37.2,23.1,6.6
27/11/2019,Adelaide,SA,94672,8,24.2,16.8,0
27/11/2019,Brisbane,QLD,94578,22,28.8,23.7,0
27/11/2019,Canberra,ACT,94926,1.6,27.1,17.2,0
27/11/2019,Darwin,NT,94120,25.6,35,30.1,3
27/11/2019,Hobart,TAS,94975,8.3,20.9,15.3,0
27/11/2019,Melbourne,VIC,94866,4.9,25.7,16.2,6.6
27/11/2019,Perth,WA,94610,17.1,34.7,25.4,0
27/11/2019,Sydney,NSW,94767,14,23,19.6,0
28/11/2019,Adelaide,SA,94672,10.5,21.2,17,0
28/11/2019,Brisbane,QLD,94578,21.8,26.7,23.9,0
28/11/2019,Canberra,ACT,94926,5.6,30.3,20.9,0
28/11/2019,Darwin,NT,94120,25.6,35.1,30.4,0
28/11/2019,Hobart,TAS,94975,10.5,20.2,13.7,0.2
28/11/2019,Melbourne,VIC,94866,8.7,23.8,16.3,0
28/11/2019,Perth,WA,94610,16.6,31.3,21.6,0
28/11/2019,Sydney,NSW,94767,15.7,27.8,22.9,0
29/11/2019,Adelaide,SA,94672,11.9,18.9,13.7,2
29/11/2019,Brisbane,QLD,94578,21,29.3,25.1,0
29/11/2019,Canberra,ACT,94926,12.9,33.1,22.9,0
29/11/2019,Darwin,NT,94120,27.2,35.1,31,0
29/11/2019,Hobart,TAS,94975,10.1,16.4,10.3,0
29/11/2019,Melbourne,VIC,94866,11.3,22.8,14.4,0
29/11/2019,Perth,WA,94610,12.6,28.3,20.4,0
29/11/2019,Sydney,NSW,94767,20.5,29.5,23.3,0
30/11/2019,Adelaide,SA,94672,8.9,19.1,15.3,1
30/11/2019,Brisbane,QLD,94578,21.6,28.7,25.2,0
30/11/2019,Canberra,ACT,94926,11.3,23.8,14.8,0
30/11/2019,Darwin,NT,94120,26.8,34.6,30.6,0
30/11/2019,Hobart,TAS,94975,6.1,18.6,12.1,9.8
30/11/2019,Melbourne,VIC,94866,9.4,19.2,13.1,9.6
30/11/2019,Perth,WA,94610,12.8,29.3,21.7,0
30/11/2019,Sydney,NSW,94767,19.3,22.7,19.5,0
1/12/2019,Adelaide,SA,94672,11.6,17.8,15.4,2
1/12/2019,Brisbane,QLD,94578,21.9,28,24.4,16.5
1/12/2019,Canberra,ACT,94926,4.6,21.5,12.3,0.5
1/12/2019,Darwin,NT,94120,29.7,34,30,0
1/12/2019,Hobart,TAS,94975,9.2,18.1,12.6,3.2
1/12/2019,Melbourne,VIC,94866,9.6,17.5,11.9,0.2
1/12/2019,Perth,WA,94610,13.2,33.1,25.2,0
1/12/2019,Sydney,NSW,94767,17,24.1,20.4,0
2/12/2019,Adelaide,SA,94672,12.5,19.7,16.3,0
2/12/2019,Brisbane,QLD,94578,22.2,33.6,27.5,0
2/12/2019,Canberra,ACT,94926,7.4,15.1,11.6,0.5
2/12/2019,Darwin,NT,94120,23.7,34.5,29.3,11.6
2/12/2019,Hobart,TAS,94975,8.8,15.2,10.7,2
2/12/2019,Melbourne,VIC,94866,8.3,16.3,12.3,5
2/12/2019,Perth,WA,94610,19.1,36.1,28.1,0
2/12/2019,Sydney,NSW,94767,16.7,23.6,18.4,0
3/12/2019,Adelaide,SA,94672,14.3,20.6,16.7,0
3/12/2019,Brisbane,QLD,94578,19,31.4,24.4,0
3/12/2019,Canberra,ACT,94926,8.5,20.8,16.4,0
3/12/2019,Darwin,NT,94120,26.3,35.1,30.2,0
3/12/2019,Hobart,TAS,94975,7.6,16.3,9.9,1.2
3/12/2019,Melbourne,VIC,94866,8.8,22.8,16.1,0.6
3/12/2019,Perth,WA,94610,20,40.9,29.5,0
3/12/2019,Sydney,NSW,94767,14.3,28,23.2,0
4/12/2019,Adelaide,SA,94672,14.7,20.5,16.9,0
4/12/2019,Brisbane,QLD,94578,15.7,31.1,24.1,0
4/12/2019,Canberra,ACT,94926,13,24.1,18.1,0
4/12/2019,Darwin,NT,94120,26,35.1,29.8,1.4
4/12/2019,Hobart,TAS,94975,6,16.7,13.3,1.8
4/12/2019,Melbourne,VIC,94866,10.4,23.4,15.5,0
4/12/2019,Perth,WA,94610,17.3,38,30.1,0
4/12/2019,Sydney,NSW,94767,18.8,31,22.2,0
5/12/2019,Adelaide,SA,94672,13.5,21.3,16.8,0
5/12/2019,Brisbane,QLD,94578,16.2,33.4,25.7,0
5/12/2019,Canberra,ACT,94926,11.2,28.2,22.4,0
5/12/2019,Darwin,NT,94120,26.4,36,31.2,3.8
5/12/2019,Hobart,TAS,94975,10.7,19.5,13.9,0
5/12/2019,Melbourne,VIC,94866,8,24.9,16.8,0
5/12/2019,Perth,WA,94610,20.1,40.7,31.9,0
5/12/2019,Sydney,NSW,94767,16.3,33.9,25.1,0
6/12/2019,Adelaide,SA,94672,11.4,21,15.6,0
6/12/2019,Brisbane,QLD,94578,16.8,35.1,26.6,0
6/12/2019,Canberra,ACT,94926,17,28,20.6,0
6/12/2019,Darwin,NT,94120,26.9,36.5,31.4,0
6/12/2019,Hobart,TAS,94975,10.3,17.5,12.2,0
6/12/2019,Melbourne,VIC,94866,11.5,20.9,14.1,0
6/12/2019,Perth,WA,94610,24.2,40.9,27.1,0
6/12/2019,Sydney,NSW,94767,17.4,28.4,22.1,0
7/12/2019,Adelaide,SA,94672,9.3,24.7,18.7,0
7/12/2019,Brisbane,QLD,94578,19.9,32.8,26.2,0
7/12/2019,Canberra,ACT,94926,11.3,29.7,19.9,0
7/12/2019,Darwin,NT,94120,26.7,36.3,31.4,0
7/12/2019,Hobart,TAS,94975,10.1,17.7,13.7,0.6
7/12/2019,Melbourne,VIC,94866,7.4,23.7,15.9,0
7/12/2019,Perth,WA,94610,17.7,27.2,20.7,0
7/12/2019,Sydney,NSW,94767,17.6,26.5,21.9,0
8/12/2019,Adelaide,SA,94672,13,37.6,30.1,0
8/12/2019,Brisbane,QLD,94578,22.6,28.9,25.1,0
8/12/2019,Canberra,ACT,94926,11.1,29.9,20.6,0
8/12/2019,Darwin,NT,94120,25.5,35.9,31,0
8/12/2019,Hobart,TAS,94975,6.9,20,16.3,1
8/12/2019,Melbourne,VIC,94866,12.5,29.4,21.2,0
8/12/2019,Perth,WA,94610,13.4,26,19.9,0.4
8/12/2019,Sydney,NSW,94767,18.8,26.2,22.7,0
9/12/2019,Adelaide,SA,94672,15.9,32.8,17.9,0
9/12/2019,Brisbane,QLD,94578,21.1,29.5,25.7,0
9/12/2019,Canberra,ACT,94926,15.3,34.9,23.7,0
9/12/2019,Darwin,NT,94120,27.1,37.1,31.1,0
9/12/2019,Hobart,TAS,94975,11.4,30.7,18.5,0
9/12/2019,Melbourne,VIC,94866,14.8,39.4,23.3,0
9/12/2019,Perth,WA,94610,12.2,31.4,22.4,0
9/12/2019,Sydney,NSW,94767,20.9,27.4,23.2,0
10/12/2019,Adelaide,SA,94672,14.1,25.6,17.8,0
10/12/2019,Brisbane,QLD,94578,22,30,26.3,0
10/12/2019,Canberra,ACT,94926,12.3,38.1,23.3,0
10/12/2019,Darwin,NT,94120,28,35.8,30.6,0
10/12/2019,Hobart,TAS,94975,12,18.3,13.9,0
10/12/2019,Melbourne,VIC,94866,13,18.3,14.3,0.2
10/12/2019,Perth,WA,94610,13.3,37,27.7,0
10/12/2019,Sydney,NSW,94767,19.9,35,21.3,0
11/12/2019,Adelaide,SA,94672,13,25.5,18.8,0
11/12/2019,Brisbane,QLD,94578,19,31.5,25.1,52.1
11/12/2019,Canberra,ACT,94926,11.3,32.7,19.6,0
11/12/2019,Darwin,NT,94120,25.3,35.6,29.5,0
11/12/2019,Hobart,TAS,94975,9.3,22.6,15.8,0
11/12/2019,Melbourne,VIC,94866,11.9,20.3,15.1,0
11/12/2019,Perth,WA,94610,18.4,38,29.5,0
11/12/2019,Sydney,NSW,94767,17.9,22.5,19.7,0
12/12/2019,Adelaide,SA,94672,14,23.2,17.2,0
12/12/2019,Brisbane,QLD,94578,18.7,30.2,26.1,0
12/12/2019,Canberra,ACT,94926,12.8,30.5,18.2,0
12/12/2019,Darwin,NT,94120,26.9,35.4,31.1,1.6
12/12/2019,Hobart,TAS,94975,11.5,19.2,13.9,0
12/12/2019,Melbourne,VIC,94866,12,20.7,14,0
12/12/2019,Perth,WA,94610,19.9,39.2,30.5,0
12/12/2019,Sydney,NSW,94767,17.9,23.4,19.9,0
13/12/2019,Adelaide,SA,94672,13.8,20.2,16.7,0
13/12/2019,Brisbane,QLD,94578,20,29.6,23.3,16.5
13/12/2019,Canberra,ACT,94926,13.3,27.8,16.7,0
13/12/2019,Darwin,NT,94120,26.6,35.9,30.1,0.2
13/12/2019,Hobart,TAS,94975,11,21.3,15.5,0.2
13/12/2019,Melbourne,VIC,94866,8.2,22.1,16.9,0
13/12/2019,Perth,WA,94610,24,40.6,32.6,0
13/12/2019,Sydney,NSW,94767,18.2,23.5,20.9,0
14/12/2019,Adelaide,SA,94672,14.3,19.5,17,
14/12/2019,Brisbane,QLD,94578,19.5,28.9,25.6,0.3
14/12/2019,Canberra,ACT,94926,9.2,29.6,20.1,0
14/12/2019,Darwin,NT,94120,26.1,34.6,28.2,0
14/12/2019,Hobart,TAS,94975,10.7,16.2,12.2,0.8
14/12/2019,Melbourne,VIC,94866,13.4,22,16.6,0
14/12/2019,Perth,WA,94610,23.7,40.9,32.6,0
14/12/2019,Sydney,NSW,94767,18,27.6,22.6,0
15/12/2019,Adelaide,SA,94672,12.6,28.3,21.3,0
15/12/2019,Brisbane,QLD,94578,23.2,28.5,26.2,0
15/12/2019,Canberra,ACT,94926,13.5,29,22.2,0
15/12/2019,Darwin,NT,94120,21.7,34.4,30,20
15/12/2019,Hobart,TAS,94975,9.4,18.6,13.4,3.6
15/12/2019,Melbourne,VIC,94866,13.3,23.7,16.7,0
15/12/2019,Perth,WA,94610,22.9,41.6,31.4,0
15/12/2019,Sydney,NSW,94767,20,29.1,23.7,0
16/12/2019,Adelaide,SA,94672,14,31.1,25.4,0
16/12/2019,Brisbane,QLD,94578,22,32.7,24.9,0
