latitude,longitude,date,confidence
-12.4841,141.7903,15/11/2019,93
-15.7129,136.3311,15/11/2019,100
-15.7111,136.3246,15/11/2019,95
-15.713,136.3399,15/11/2019,95
-14.6983,127.0036,15/11/2019,100
-14.7046,126.9726,15/11/2019,100
-14.707,126.9872,15/11/2019,100
-14.7133,126.956,15/11/2019,93
-14.7157,126.9707,15/11/2019,100
-14.7065,126.9805,15/11/2019,100
-14.709,126.995,15/11/2019,95
-14.7151,126.9641,15/11/2019,96
-14.7176,126.9787,15/11/2019,93
-14.8778,127.3998,15/11/2019,92
-14.8806,127.3933,15/11/2019,92
-14.9196,127.4285,15/11/2019,92
-14.9488,127.2698,15/11/2019,98
-14.9506,127.2627,15/11/2019,93
-14.9974,127.4085,15/11/2019,93
-15.0081,127.4068,15/11/2019,90
-15.0882,127.1323,15/11/2019,96
-15.0905,127.1463,15/11/2019,99
-15.0991,127.1304,15/11/2019,97
-15.1078,127.1146,15/11/2019,100
-15.1101,127.1286,15/11/2019,100
-15.1002,127.1235,15/11/2019,98
-15.1026,127.1375,15/11/2019,95
-15.1112,127.1217,15/11/2019,100
-15.1769,127.379,15/11/2019,97
-15.1791,127.3922,15/11/2019,95
-15.1814,127.4056,15/11/2019,92
-15.1876,127.3771,15/11/2019,100
-15.1898,127.3904,15/11/2019,100
-15.192,127.4037,15/11/2019,94
-15.2197,127.3713,15/11/2019,97
-15.2219,127.3848,15/11/2019,90
-15.226,127.3424,15/11/2019,100
-15.2282,127.3559,15/11/2019,100
-15.2345,127.327,15/11/2019,90
-15.2367,127.3406,15/11/2019,100
-15.229,127.3359,15/11/2019,100
-15.2313,127.3494,15/11/2019,100
-15.242,127.3476,15/11/2019,91
-14.6958,126.9891,15/11/2019,100
-12.4054,131.5284,15/11/2019,100
-12.4068,131.5377,15/11/2019,100
-12.5494,131.3234,15/11/2019,97
-12.5508,131.3327,15/11/2019,97
-12.5585,131.322,15/11/2019,100
-12.8782,130.5091,15/11/2019,94
-13.9585,131.6909,15/11/2019,93
-15.8296,129.3291,15/11/2019,100
-15.8335,129.3218,15/11/2019,93
-15.8998,129.3742,15/11/2019,100
-15.9186,129.3711,15/11/2019,94
-16.3811,126.6604,15/11/2019,100
-18.9549,124.2715,15/11/2019,100
-18.8455,124.3202,15/11/2019,98
-18.849,124.3395,15/11/2019,98
-18.858,124.3178,15/11/2019,96
-18.8615,124.3371,15/11/2019,99
-18.8705,124.3153,15/11/2019,94
-18.874,124.3347,15/11/2019,100
-18.8493,124.3324,15/11/2019,100
-18.8618,124.33,15/11/2019,99
-18.8743,124.3276,15/11/2019,100
-18.8779,124.3469,15/11/2019,100
-18.8868,124.3252,15/11/2019,100
-18.8904,124.3446,15/11/2019,100
-18.9029,124.3421,15/11/2019,99
-18.9403,124.3346,15/11/2019,100
-18.9437,124.3538,15/11/2019,100
-18.9472,124.373,15/11/2019,93
-18.9423,124.2739,15/11/2019,100
-18.9458,124.2934,15/11/2019,91
-18.9493,124.3127,15/11/2019,92
-18.9527,124.332,15/11/2019,100
-18.9562,124.3513,15/11/2019,100
-18.9583,124.2909,15/11/2019,100
-18.9618,124.3102,15/11/2019,100
-18.9412,124.3286,15/11/2019,99
-18.9448,124.3478,15/11/2019,100
-18.9484,124.367,15/11/2019,100
-18.9428,124.2681,15/11/2019,100
-18.9464,124.2875,15/11/2019,100
-18.95,124.3069,15/11/2019,94
-18.9536,124.3261,15/11/2019,100
-18.9572,124.3453,15/11/2019,100
-18.9608,124.3646,15/11/2019,100
-18.9554,124.2657,15/11/2019,100
-18.959,124.2851,15/11/2019,100
-18.9625,124.3044,15/11/2019,100
-30.9918,124.0975,15/11/2019,93
-31.1701,123.8194,15/11/2019,100
-31.1665,123.8137,15/11/2019,97
-31.169,123.8273,15/11/2019,94
-31.4428,123.6858,15/11/2019,100
-31.453,123.6832,15/11/2019,90
-33.1579,150.3143,15/11/2019,100
-33.0808,150.7911,15/11/2019,93
-33.0843,150.7728,15/11/2019,100
-33.0878,150.7546,15/11/2019,100
-33.1083,150.6466,15/11/2019,98
-33.1117,150.6287,15/11/2019,97
-33.1681,150.3291,15/11/2019,91
-33.0867,150.6971,15/11/2019,97
-33.1003,150.6257,15/11/2019,100
-33.1569,150.3266,15/11/2019,93
-33.1601,150.3091,15/11/2019,91
-33.0684,150.73,15/11/2019,100
-33.0719,150.7119,15/11/2019,100
-33.149,150.3063,15/11/2019,93
-33.057,150.7271,15/11/2019,100
-33.0605,150.7087,15/11/2019,100
-33.064,150.6905,15/11/2019,100
-33.0456,150.7239,15/11/2019,97
-33.0492,150.7054,15/11/2019,99
-33.0527,150.6872,15/11/2019,100
-33.0281,150.568,15/11/2019,90
-33.0133,150.5827,15/11/2019,90
-33.0168,150.5649,15/11/2019,100
-33.0203,150.5469,15/11/2019,95
-33.0159,150.5765,15/11/2019,100
-33.0193,150.5586,15/11/2019,100
-33.0115,150.537,15/11/2019,90
-32.9992,150.4775,15/11/2019,100
-33.0025,150.46,15/11/2019,100
-33.0059,150.4426,15/11/2019,91
-32.0754,152.3679,15/11/2019,92
-32.0675,152.3398,15/11/2019,95
-32.0724,152.3167,15/11/2019,90
-32.0596,152.3124,15/11/2019,96
-32.021,152.3001,15/11/2019,92
-32.0254,152.2974,15/11/2019,93
-31.8402,152.2083,15/11/2019,99
-31.8452,152.185,15/11/2019,99
-31.8447,152.2046,15/11/2019,99
-31.8126,152.0963,15/11/2019,94
-33.0961,150.6301,15/11/2019,93
-33.0856,150.6833,15/11/2019,93
-33.0821,150.7014,15/11/2019,91
-33.1109,150.6156,15/11/2019,98
-33.1075,150.6332,15/11/2019,100
-33.104,150.651,15/11/2019,95
-33.0828,150.7588,15/11/2019,100
-33.0792,150.777,15/11/2019,100
-33.0977,150.7439,15/11/2019,99
-33.0941,150.7621,15/11/2019,100
-33.0906,150.7801,15/11/2019,100
-33.1091,150.7473,15/11/2019,93
-33.1924,150.378,15/11/2019,94
-33.132,150.7534,15/11/2019,98
-33.208,150.419,15/11/2019,96
-33.2047,150.4363,15/11/2019,92
-33.1433,150.7567,15/11/2019,100
-33.1398,150.7747,15/11/2019,100
-33.1582,150.7419,15/11/2019,96
-33.1696,150.7451,15/11/2019,95
-33.2309,150.5435,15/11/2019,92
-33.1933,150.7971,15/11/2019,91
-33.25,150.5668,15/11/2019,94
-33.2048,150.8003,15/11/2019,100
-33.258,150.5871,15/11/2019,96
-33.2692,150.5904,15/11/2019,91
-33.2347,150.7701,15/11/2019,100
-33.2312,150.7883,15/11/2019,100
-33.2277,150.8064,15/11/2019,100
-33.2804,150.5937,15/11/2019,91
-33.2564,150.7196,15/11/2019,100
-33.2529,150.7379,15/11/2019,100
-33.2494,150.7557,15/11/2019,100
-33.246,150.7736,15/11/2019,100
-33.2883,150.6147,15/11/2019,97
-33.2849,150.6324,15/11/2019,93
-33.2815,150.6504,15/11/2019,90
-33.2712,150.7047,15/11/2019,100
-33.2677,150.7229,15/11/2019,100
-33.2642,150.741,15/11/2019,100
-33.2608,150.7591,15/11/2019,100
-33.2995,150.6181,15/11/2019,100
-33.2962,150.6357,15/11/2019,100
-33.2928,150.6538,15/11/2019,100
-33.2894,150.6717,15/11/2019,100
-33.286,150.6896,15/11/2019,99
-33.2825,150.708,15/11/2019,100
-33.279,150.7262,15/11/2019,100
-33.2756,150.7443,15/11/2019,100
-33.288,150.6014,15/11/2019,97
-33.2845,150.6192,15/11/2019,91
-33.2668,150.7091,15/11/2019,100
-33.2632,150.7272,15/11/2019,100
-33.2596,150.7454,15/11/2019,100
-33.2561,150.7631,15/11/2019,100
-33.2992,150.605,15/11/2019,90
-33.2957,150.6225,15/11/2019,100
-33.2923,150.6402,15/11/2019,100
-33.2887,150.6583,15/11/2019,100
-33.2852,150.676,15/11/2019,100
-33.2817,150.694,15/11/2019,100
-33.2781,150.7123,15/11/2019,100
-33.2745,150.7305,15/11/2019,100
-33.3069,150.626,15/11/2019,98
-33.3035,150.6434,15/11/2019,100
-33.3,150.6616,15/11/2019,100
-33.2965,150.6792,15/11/2019,100
-33.293,150.6972,15/11/2019,100
-33.2895,150.7154,15/11/2019,100
-33.2859,150.7335,15/11/2019,100
-33.2824,150.7516,15/11/2019,97
-33.3113,150.6645,15/11/2019,92
-33.3078,150.6824,15/11/2019,100
-28.067,152.4099,15/11/2019,93
-28.3414,152.5674,15/11/2019,93
-28.3425,152.5759,15/11/2019,100
-28.3665,152.6773,15/11/2019,100
-29.2156,152.3911,15/11/2019,100
-29.3702,151.6795,15/11/2019,93
-29.218,152.3961,15/11/2019,99
-29.1541,153.1875,15/11/2019,97
-29.1452,153.1605,15/11/2019,94
-29.1599,153.1647,15/11/2019,99
-29.1533,153.1945,15/11/2019,97
-29.1892,153.173,15/11/2019,100
-29.3749,152.881,15/11/2019,100
-29.3685,152.9109,15/11/2019,100
-29.3892,152.8851,15/11/2019,96
-29.3827,152.9154,15/11/2019,100
-29.3619,152.8851,15/11/2019,98
-29.3762,152.8893,15/11/2019,100
-29.3697,152.919,15/11/2019,100
-29.3905,152.8935,15/11/2019,100
-29.3839,152.9233,15/11/2019,100
-29.7611,151.9949,15/11/2019,92
-30.2161,150.1039,15/11/2019,93
-29.8024,152.551,15/11/2019,100
-29.7966,152.5783,15/11/2019,100
-29.8065,152.5602,15/11/2019,100
-29.8006,152.5871,15/11/2019,100
-30.1294,152.4901,15/11/2019,96
-30.3725,152.2606,15/11/2019,100
-30.3668,152.2883,15/11/2019,100
-30.3779,152.2669,15/11/2019,100
-30.3721,152.2944,15/11/2019,100
-30.3671,152.318,15/11/2019,91
-30.3968,152.2446,15/11/2019,91
-30.3913,152.2708,15/11/2019,100
-30.3855,152.2981,15/11/2019,100
-30.3805,152.322,15/11/2019,100
-30.4049,152.2739,15/11/2019,100
-30.3992,152.3007,15/11/2019,100
-30.3938,152.3267,15/11/2019,100
-30.4129,152.3032,15/11/2019,90
-30.6285,152.2298,15/11/2019,92
-30.6239,152.252,15/11/2019,100
-30.6196,152.2725,15/11/2019,100
-30.6376,152.2537,15/11/2019,100
-30.6328,152.2772,15/11/2019,100
-30.6182,152.257,15/11/2019,100
-30.6362,152.2386,15/11/2019,100
-30.6318,152.2593,15/11/2019,100
-30.6269,152.2825,15/11/2019,92
-30.6451,152.2634,15/11/2019,95
-30.6785,152.3059,15/11/2019,100
-30.6736,152.3293,15/11/2019,98
-30.9847,151.1349,15/11/2019,100
-30.9803,151.1571,15/11/2019,91
-30.862,151.8664,15/11/2019,100
-30.857,151.8906,15/11/2019,100
-30.8515,151.9173,15/11/2019,96
-30.8368,151.9884,15/11/2019,100
-30.831,152.0162,15/11/2019,100
-30.7532,152.388,15/11/2019,90
-30.8701,151.8936,15/11/2019,92
-30.8651,151.918,15/11/2019,100
-30.8591,151.9469,15/11/2019,98
-30.8548,151.968,15/11/2019,97
-30.9409,151.8743,15/11/2019,100
-31.0961,151.9579,15/11/2019,95
-31.1087,151.9632,15/11/2019,100
-31.1222,151.9642,15/11/2019,91
-31.13,151.9926,15/11/2019,93
-31.1433,151.9943,15/11/2019,100
-31.1432,151.9765,15/11/2019,99
-31.1385,151.9986,15/11/2019,100
-31.3139,152.0033,15/11/2019,99
-31.3089,152.0275,15/11/2019,100
-31.3269,152.0064,15/11/2019,98
-31.3221,152.0299,15/11/2019,100
-31.3171,152.0544,15/11/2019,100
-31.3115,152.0816,15/11/2019,90
-31.3302,152.0574,15/11/2019,94
-31.3225,152.0105,15/11/2019,100
-31.3174,152.0344,15/11/2019,100
-31.3121,152.0594,15/11/2019,99
-31.3254,152.0613,15/11/2019,100
-31.3644,152.204,15/11/2019,100
-31.5771,151.7568,15/11/2019,100
-31.5727,151.7791,15/11/2019,100
-31.5757,151.8306,15/11/2019,100
-31.5748,151.7616,15/11/2019,100
-31.5704,151.783,15/11/2019,100
-31.5784,151.8088,15/11/2019,91
-31.5911,151.8119,15/11/2019,93
-31.5857,151.838,15/11/2019,100
-31.4928,152.2821,15/11/2019,95
-31.6035,151.8166,15/11/2019,92
-31.5212,152.213,15/11/2019,100
-31.5108,152.2624,15/11/2019,90
-31.5058,152.2861,15/11/2019,100
-31.6116,151.8424,15/11/2019,98
-31.6528,151.9039,15/11/2019,92
-31.6514,151.911,15/11/2019,94
-31.6783,151.8464,15/11/2019,90
-31.6732,151.8708,15/11/2019,99
-31.6681,151.8958,15/11/2019,100
-31.6907,151.8511,15/11/2019,100
-31.6861,151.8737,15/11/2019,91
-31.6811,151.8976,15/11/2019,100
-31.676,151.9223,15/11/2019,100
-25.1209,152.5045,15/11/2019,100
-25.6502,146.4114,15/11/2019,91
-25.1125,152.4978,15/11/2019,93
-25.1279,152.5018,15/11/2019,98
-25.1281,152.4713,15/11/2019,90
-27.3372,152.1324,15/11/2019,100
-27.3433,152.104,15/11/2019,100
-27.3228,152.1292,15/11/2019,91
-27.3291,152.1,15/11/2019,90
-27.3355,152.1243,15/11/2019,100
-27.3415,152.0952,15/11/2019,91
-27.3212,152.1207,15/11/2019,93
-19.089,144.1513,15/11/2019,96
-19.0527,144.0573,15/11/2019,90
-16.5571,144.9602,15/11/2019,92
-15.7661,136.2262,15/11/2019,100
-15.7769,136.2276,15/11/2019,97
-15.7701,136.2182,15/11/2019,98
-15.7685,136.232,15/11/2019,100
-15.781,136.2197,15/11/2019,92
-15.7793,136.2334,15/11/2019,93
-15.3304,143.8244,15/11/2019,98
-15.3285,143.8366,15/11/2019,94
-15.6551,144.2175,15/11/2019,98
-15.6676,144.2066,15/11/2019,95
-15.7618,142.3829,15/11/2019,95
-15.7743,142.4266,15/11/2019,100
-15.6467,144.2224,15/11/2019,95
-15.7089,144.1483,15/11/2019,97
-16.5594,144.9464,15/11/2019,91
-12.6877,135.7178,15/11/2019,95
-12.6753,135.7296,15/11/2019,92
-12.677,135.7164,15/11/2019,92
-12.2152,134.6801,15/11/2019,98
-12.2148,134.6712,15/11/2019,100
-11.207,142.2383,15/11/2019,91
-11.4763,142.3442,15/11/2019,96
-11.4746,142.3552,15/11/2019,96
-12.595,135.8057,15/11/2019,90
-13.049,143.1618,15/11/2019,98
-13.0256,143.1143,15/11/2019,98
-12.9088,143.2112,15/11/2019,98
-12.9106,143.1993,15/11/2019,97
-12.491,141.7902,15/11/2019,100
-12.4925,141.7801,15/11/2019,97
-12.48,141.7989,15/11/2019,100
-12.4816,141.7887,15/11/2019,100
-13.7384,130.838,15/11/2019,100
-13.7418,130.8052,15/11/2019,97
-13.7289,130.8299,15/11/2019,100
-12.7074,135.7339,15/11/2019,95
-12.6967,135.7325,15/11/2019,100
-12.6984,135.7193,15/11/2019,100
-12.686,135.731,15/11/2019,94
-30.9867,124.0934,15/11/2019,100
-30.9893,124.0784,15/11/2019,100
-31.157,123.8112,15/11/2019,100
-30.993,124.0861,15/11/2019,100
-31.1674,123.8138,15/11/2019,100
-31.1699,123.7995,15/11/2019,90
-31.1544,123.8256,15/11/2019,92
-31.1596,123.7969,15/11/2019,100
-31.4422,123.6721,15/11/2019,100
-31.4398,123.6861,15/11/2019,97
-31.4383,123.6779,15/11/2019,100
-31.4511,123.6666,15/11/2019,95
-31.4486,123.6805,15/11/2019,100
-31.2389,123.6536,15/11/2019,91
-31.4193,123.681,15/11/2019,95
-17.9047,122.6789,15/11/2019,92
-32.3145,151.9483,15/11/2019,91
-31.3885,152.1517,15/11/2019,100
-31.6978,152.0133,15/11/2019,100
-31.683,152.0115,15/11/2019,91
-31.6872,151.949,15/11/2019,99
-31.6551,152.2016,15/11/2019,98
-31.6721,151.9496,15/11/2019,100
-31.6987,152.0058,15/11/2019,97
-31.6838,152.0044,15/11/2019,95
-31.6884,151.9424,15/11/2019,94
-31.365,152.2689,15/11/2019,100
-31.3693,152.2119,15/11/2019,100
-31.3549,152.2069,15/11/2019,90
-31.6712,151.9719,15/11/2019,100
-31.6733,151.943,15/11/2019,100
-31.6582,151.9429,15/11/2019,100
-31.6604,151.9119,15/11/2019,100
-31.6045,151.8466,15/11/2019,100
-31.6547,152.1956,15/11/2019,100
-31.5897,151.8416,15/11/2019,98
-31.5915,151.8139,15/11/2019,100
-31.6042,151.8679,15/11/2019,100
-31.606,151.8423,15/11/2019,100
-31.5912,151.8381,15/11/2019,100
-31.5742,151.8639,15/11/2019,100
-31.5763,151.834,15/11/2019,100
-31.5322,152.2384,15/11/2019,100
-31.5176,152.2363,15/11/2019,100
-31.5198,152.2066,15/11/2019,100
-31.4987,152.2943,15/11/2019,98
-31.5167,152.2293,15/11/2019,100
-31.519,152.2003,15/11/2019,92
-31.4975,152.2868,15/11/2019,100
-31.3891,152.1566,15/11/2019,100
-31.8496,152.1896,15/11/2019,100
-31.8497,152.1968,15/11/2019,100
-32.0225,152.2784,15/11/2019,100
-32.0201,152.3099,15/11/2019,92
-32.0231,152.2852,15/11/2019,100
-32.3163,151.9431,15/11/2019,95
-31.2071,152.595,15/11/2019,97
-31.2037,152.5891,15/11/2019,97
-31.1189,151.9549,15/11/2019,97
-30.9817,151.1354,15/11/2019,90
-30.8507,151.9412,15/11/2019,100
-30.8527,151.9137,15/11/2019,100
-30.8547,151.8859,15/11/2019,90
-30.8313,152.0011,15/11/2019,95
-30.8357,151.9416,15/11/2019,100
-30.8377,151.9138,15/11/2019,100
-30.8209,151.9397,15/11/2019,100
-30.8211,151.9337,15/11/2019,100
-30.7206,152.2799,15/11/2019,99
-30.6727,152.135,15/11/2019,99
-30.6705,152.3303,15/11/2019,90
-30.6717,152.1294,15/11/2019,90
-30.6313,152.2739,15/11/2019,96
-30.6148,152.2634,15/11/2019,92
-30.4078,152.2747,15/11/2019,100
-30.4053,152.2679,15/11/2019,96
-30.1348,152.5067,15/11/2019,93
-30.1228,152.4768,15/11/2019,90
-30.1307,152.5004,15/11/2019,100
-30.1167,152.4978,15/11/2019,99
-30.0745,152.4907,15/11/2019,98
-29.3558,152.8932,15/11/2019,95
-29.3601,152.9134,15/11/2019,100
-29.192,153.1816,15/11/2019,100
-29.194,153.1576,15/11/2019,100
-29.1613,153.2266,15/11/2019,100
-29.1694,153.1308,15/11/2019,100
-29.152,153.2208,15/11/2019,90
-29.2103,152.3972,15/11/2019,97
-29.1542,152.7298,15/11/2019,94
-28.3733,152.6911,15/11/2019,100
-28.3597,152.6896,15/11/2019,100
-28.3618,152.6663,15/11/2019,100
-28.3291,152.563,15/11/2019,97
-28.3229,152.5569,15/11/2019,96
-18.3755,126.7476,15/11/2019,98
-18.3777,126.7275,15/11/2019,100
-15.8442,142.5096,15/11/2019,99
-16.4665,126.7538,15/11/2019,100
-16.4687,126.7347,15/11/2019,100
-16.4517,126.7714,15/11/2019,100
-16.4539,126.752,15/11/2019,97
-15.056,127.4305,15/11/2019,100
-15.1629,127.4005,15/11/2019,100
-15.1609,127.4167,15/11/2019,100
-15.1726,127.4182,15/11/2019,100
-15.1583,127.4055,15/11/2019,92
-15.17,127.4072,15/11/2019,100
-15.1681,127.4233,15/11/2019,100
-15.1818,127.4085,15/11/2019,95
-15.1799,127.4247,15/11/2019,100
-15.1915,127.4263,15/11/2019,91
-15.2072,127.3952,15/11/2019,100
-15.2781,127.3042,15/11/2019,100
-15.2864,127.2949,15/11/2019,94
-15.2844,127.3114,15/11/2019,100
-15.314,127.2645,15/11/2019,91
-15.312,127.2813,15/11/2019,100
-15.3238,127.2829,15/11/2019,96
-15.3218,127.2996,15/11/2019,100
-15.3725,131.2561,15/11/2019,100
-15.92,129.2778,15/11/2019,100
-14.843,127.3899,15/11/2019,94
-14.841,127.406,15/11/2019,100
-14.8952,127.4192,15/11/2019,100
-15.8459,142.5124,15/11/2019,92
-15.829,142.516,15/11/2019,90
-15.842,142.5181,15/11/2019,98
-28.3233,152.5536,15/11/2019,100
-28.3248,152.5653,15/11/2019,100
-28.3635,152.7159,15/11/2019,98
-28.6002,153.3177,15/11/2019,96
-29.1505,152.7448,15/11/2019,100
-29.2018,153.1717,15/11/2019,91
-29.1523,152.5974,15/11/2019,100
-29.162,152.5959,15/11/2019,97
-29.1503,152.4246,15/11/2019,96
-29.1987,152.3985,15/11/2019,100
-29.2083,152.3967,15/11/2019,100
-29.2097,152.4082,15/11/2019,93
-29.2112,152.4202,15/11/2019,93
-29.184,151.7586,15/11/2019,100
-29.352,152.909,15/11/2019,100
-29.3536,152.9216,15/11/2019,100
-29.3539,152.9157,15/11/2019,100
-29.3767,152.9379,15/11/2019,100
-29.3665,151.6808,15/11/2019,100
-29.6348,152.4867,15/11/2019,92
-29.6394,152.5237,15/11/2019,95
-29.6477,152.5106,15/11/2019,98
-29.6443,152.2231,15/11/2019,100
-29.6827,152.2165,15/11/2019,93
-29.7736,152.6215,15/11/2019,100
-29.7751,152.627,15/11/2019,98
-29.7819,152.6006,15/11/2019,95
-29.7835,152.6131,15/11/2019,100
-29.7932,152.6113,15/11/2019,100
-30.0152,152.9365,15/11/2019,95
-30.0167,152.9492,15/11/2019,100
-30.0236,152.9218,15/11/2019,100
-30.0177,152.3869,15/11/2019,90
-30.0213,152.3932,15/11/2019,99
-30.0295,152.379,15/11/2019,98
-30.0723,152.4846,15/11/2019,100
-30.0739,152.4973,15/11/2019,100
-30.1278,152.9397,15/11/2019,91
-30.0821,152.4833,15/11/2019,100
-29.1492,152.7508,15/11/2019,100
-29.1476,152.7384,15/11/2019,100
-29.1461,152.7262,15/11/2019,100
-29.1378,152.7398,15/11/2019,100
-29.1363,152.7276,15/11/2019,99
-29.1594,153.1579,15/11/2019,90
-28.0985,152.3784,15/11/2019,100
-28.0998,152.3892,15/11/2019,100
-28.1079,152.3762,15/11/2019,100
-28.1094,152.3879,15/11/2019,100
-28.1299,152.3965,15/11/2019,100
-31.382,152.1547,15/11/2019,100
-31.3917,152.1525,15/11/2019,94
-31.4451,152.1815,15/11/2019,100
-31.4911,152.2972,15/11/2019,92
-31.5145,152.2419,15/11/2019,97
-31.5161,152.2547,15/11/2019,95
-31.5196,152.2024,15/11/2019,99
-31.5259,152.2528,15/11/2019,100
-31.5274,152.2655,15/11/2019,100
-31.5325,152.2258,15/11/2019,100
-31.5341,152.2384,15/11/2019,100
-31.5357,152.2511,15/11/2019,100
-31.5619,151.8127,15/11/2019,100
-31.5634,151.825,15/11/2019,100
-31.565,151.8372,15/11/2019,100
-31.5665,151.8494,15/11/2019,100
-31.5681,151.8619,15/11/2019,100
-31.5696,151.8742,15/11/2019,100
-31.5777,151.8603,15/11/2019,100
-31.5793,151.8727,15/11/2019,100
-31.589,151.7647,15/11/2019,100
-31.6529,152.2069,15/11/2019,95
-31.6336,151.8074,15/11/2019,100
-31.6456,151.9035,15/11/2019,100
-31.6504,151.9418,15/11/2019,91
-31.6539,151.8912,15/11/2019,98
-31.6616,151.9528,15/11/2019,93
-31.6632,151.9658,15/11/2019,100
-31.6713,151.951,15/11/2019,96
-31.6729,151.9636,15/11/2019,100
-31.6958,152.1482,15/11/2019,90
-31.667,151.8386,15/11/2019,100
-31.6686,151.8508,15/11/2019,100
-31.6795,151.9373,15/11/2019,91
-31.681,151.9497,15/11/2019,100
-31.6826,151.962,15/11/2019,100
-31.6888,152.0114,15/11/2019,100
-31.6903,152.0235,15/11/2019,97
-31.6895,151.86,15/11/2019,100
-31.7191,152.0947,15/11/2019,100
-31.6923,151.8652,15/11/2019,94
-31.7209,152.0999,15/11/2019,100
-31.7306,152.098,15/11/2019,100
-31.7434,152.121,15/11/2019,100
-31.745,152.134,15/11/2019,93
-31.7563,152.1455,15/11/2019,90
-31.7386,151.9199,15/11/2019,100
-31.7661,152.1437,15/11/2019,100
-31.7723,151.9526,15/11/2019,100
-31.8198,152.1732,15/11/2019,100
-31.8194,152.1552,15/11/2019,93
-31.8209,152.1676,15/11/2019,100
-31.8224,152.1802,15/11/2019,100
-31.8323,152.1793,15/11/2019,100
-31.8338,152.1914,15/11/2019,97
-31.8369,152.2174,15/11/2019,100
-31.8436,152.19,15/11/2019,95
-31.8452,152.2028,15/11/2019,100
-31.8468,152.2161,15/11/2019,100
-32.3111,151.9539,15/11/2019,100
-32.3126,151.9663,15/11/2019,100
-32.3208,151.9522,15/11/2019,100
-32.3224,151.9647,15/11/2019,100
-33.0452,150.3255,15/11/2019,93
-33.1359,150.3145,15/11/2019,100
-33.1882,150.3785,15/11/2019,100
-33.1897,150.3898,15/11/2019,100
-33.1913,150.4013,15/11/2019,100
-33.1928,150.4128,15/11/2019,100
-33.2051,150.4338,15/11/2019,92
-33.3881,150.9059,15/11/2019,100
-33.4021,150.9397,15/11/2019,100
-33.4037,150.9516,15/11/2019,100
-33.4052,150.9322,15/11/2019,100
-33.4067,150.9441,15/11/2019,100
-31.0522,152.6134,15/11/2019,100
-30.1129,152.4904,15/11/2019,100
-30.1677,152.9325,15/11/2019,100
-30.1694,152.9457,15/11/2019,100
-30.1226,152.4884,15/11/2019,100
-30.1241,152.5007,15/11/2019,91
-30.1555,152.7512,15/11/2019,100
-30.1244,152.4939,15/11/2019,100
-30.1516,152.719,15/11/2019,100
-30.1546,152.7444,15/11/2019,100
-30.1561,152.7572,15/11/2019,100
-29.9868,151.3326,15/11/2019,97
-30.1342,152.4921,15/11/2019,100
-30.1356,152.5041,15/11/2019,100
-30.1371,152.5162,15/11/2019,97
-30.3519,152.2939,15/11/2019,98
-30.3602,152.2812,15/11/2019,93
-30.3899,152.2572,15/11/2019,100
-30.401,152.2676,15/11/2019,100
-30.4025,152.2798,15/11/2019,100
-30.4041,152.292,15/11/2019,100
-30.4137,152.2903,15/11/2019,97
-30.2031,150.0987,15/11/2019,93
-30.2122,150.0973,15/11/2019,90
-30.6378,152.6262,15/11/2019,100
-30.6113,152.2492,15/11/2019,98
-30.6128,152.2608,15/11/2019,100
-30.6142,152.2718,15/11/2019,100
-30.6156,152.2836,15/11/2019,100
-30.6172,152.296,15/11/2019,100
-30.6211,152.2477,15/11/2019,100
-30.6224,152.2585,15/11/2019,96
-30.6239,152.2701,15/11/2019,98
-30.6254,152.2822,15/11/2019,100
-30.6269,152.2945,15/11/2019,100
-30.6336,152.269,15/11/2019,100
-30.6352,152.2812,15/11/2019,100
-30.6368,152.294,15/11/2019,99
-30.6586,152.2976,15/11/2019,94
-30.663,152.3336,15/11/2019,100
-30.6645,152.3464,15/11/2019,100
-30.6713,152.3203,15/11/2019,99
-30.6728,152.3322,15/11/2019,100
-30.6758,152.3575,15/11/2019,100
-30.6841,152.3438,15/11/2019,96
-30.6888,152.3815,15/11/2019,98
-30.6694,152.1447,15/11/2019,100
-30.7155,152.2757,15/11/2019,100
-30.7187,152.3008,15/11/2019,92
-30.7376,152.3724,15/11/2019,98
-30.8662,152.6689,15/11/2019,100
-30.8165,151.9379,15/11/2019,100
-30.818,151.9502,15/11/2019,100
-30.824,151.9975,15/11/2019,100
-30.8256,152.0104,15/11/2019,100
-30.8244,151.9232,15/11/2019,100
-30.826,151.9355,15/11/2019,100
-30.8275,151.9476,15/11/2019,100
-30.829,151.9594,15/11/2019,100
-30.8306,151.9723,15/11/2019,100
-30.8321,151.9837,15/11/2019,100
-30.8335,151.9953,15/11/2019,100
-30.834,151.9215,15/11/2019,100
-30.8356,151.9345,15/11/2019,100
-30.8372,151.9465,15/11/2019,100
-30.8386,151.9579,15/11/2019,100
-30.8402,151.9704,15/11/2019,100
-30.8405,151.896,15/11/2019,100
-30.8421,151.9081,15/11/2019,100
-30.8437,151.9208,15/11/2019,100
-30.8453,151.9332,15/11/2019,100
-30.8468,151.9454,15/11/2019,94
-30.8483,151.9569,15/11/2019,97
-30.8486,151.8824,15/11/2019,100
-30.8501,151.8944,15/11/2019,100
-30.8566,151.8688,15/11/2019,100
-30.8581,151.8807,15/11/2019,100
-30.9475,152.3335,15/11/2019,100
-30.9395,151.8743,15/11/2019,100
-31.026,152.5646,15/11/2019,93
